"ASSET TYPE","ASSET CODE","ENERGY TYPE",YEAR,month,consumption,cost,co2
"Pump Station",4591,ELECTRICITY,2024,2,60,26.81,15.207659999999999
"Pump Station",4591,ELECTRICITY,2024,3,54,26.18,13.686893999999999
"Pump Station",4591,ELECTRICITY,2024,4,1015,287.63,257.26291499999996
"Pump Station",4591,ELECTRICITY,2024,5,69,31.16,17.488809
"Pump Station",4591,ELECTRICITY,2024,6,-10,8.68,-2.53461
"Pump Station",4591,ELECTRICITY,2024,7,61,28.96,15.461121
"Pump Station",4591,ELECTRICITY,2024,8,59,28.7,14.954199
"Pump Station",4591,ELECTRICITY,2024,9,61,28.67,15.461121
"Pump Station",4591,ELECTRICITY,2024,10,-67,76.01,-16.981887
"Pump Station",4591,ELECTRICITY,2024,11,64,0,16.221504
"Pump Station",4591,ELECTRICITY,2024,12,105,126.37,26.613405
"Pump Station",4591,ELECTRICITY,2023,1,62,34.28,17.505452
"Pump Station",4591,ELECTRICITY,2023,2,56,31.48,15.811376
"Pump Station",4591,ELECTRICITY,2023,3,58,-248.23,16.376068
"Pump Station",4591,ELECTRICITY,2023,4,51,-249.32,14.399645999999999
"Pump Station",4591,ELECTRICITY,2023,5,51,-248.11,14.399645999999999
"Pump Station",4591,ELECTRICITY,2023,6,46,-250.18,12.987915999999998
"Pump Station",4591,ELECTRICITY,2023,7,47,-252.76,13.270261999999999
"Pump Station",4591,ELECTRICITY,2023,8,47,-252.63,13.270261999999999
"Pump Station",4591,ELECTRICITY,2023,9,49,-252.16,13.834954
"Pump Station",4591,ELECTRICITY,2023,10,54,69.103125,15.246683999999998
"Pump Station",4591,ELECTRICITY,2023,11,62,37.67,17.505452
"Pump Station",4591,ELECTRICITY,2023,12,60,192,16.940759999999997
"Pump Station",4591,ELECTRICITY,2022,1,61,109.55,17.947176
"Pump Station",4591,ELECTRICITY,2022,2,57,107.98,16.770311999999997
"Pump Station",4591,ELECTRICITY,2022,3,60,109.64,17.65296
"Pump Station",4591,ELECTRICITY,2022,4,52,103.4,15.299231999999998
"Pump Station",4591,ELECTRICITY,2022,5,50,103.43,14.710799999999999
"Pump Station",4591,ELECTRICITY,2022,6,46,102.48,13.533935999999999
"Pump Station",4591,ELECTRICITY,2022,7,46,119.43,13.533935999999999
"Pump Station",4591,ELECTRICITY,2022,8,47,126.06,13.828152
"Pump Station",4591,ELECTRICITY,2022,9,50,2.685,14.710799999999999
"Pump Station",4591,ELECTRICITY,2022,10,53,29.34,15.593448
"Pump Station",4591,ELECTRICITY,2022,11,61,31.94,17.947176
"Pump Station",4591,ELECTRICITY,2022,12,60,39.74,17.65296
"Pump Station",4591,ELECTRICITY,2021,1,61,173.18,18.459515
"Pump Station",4591,ELECTRICITY,2021,2,57,171.45,17.249055000000002
"Pump Station",4591,ELECTRICITY,2021,3,60,173.24,18.1569
"Pump Station",4591,ELECTRICITY,2021,4,53,171.48,16.038595
"Pump Station",4591,ELECTRICITY,2021,5,49,171.24,14.828135000000001
"Pump Station",4591,ELECTRICITY,2021,6,46,170.18,13.920290000000001
"Pump Station",4591,ELECTRICITY,2021,7,47,170.72,14.222905
"Pump Station",4591,ELECTRICITY,2021,8,46,170.48,13.920290000000001
"Pump Station",4591,ELECTRICITY,2021,9,50,170.77,15.13075
"Pump Station",4591,ELECTRICITY,2021,10,53,108.35,16.038595
"Pump Station",4591,ELECTRICITY,2021,11,61,109.35,18.459515
"Pump Station",4591,ELECTRICITY,2021,12,60,109.41,18.1569
"Pump Station",4591,ELECTRICITY,2020,1,-103.3793,31.340917,0
"Pump Station",4591,ELECTRICITY,2020,2,-93.814507,26.423761,0
"Pump Station",4591,ELECTRICITY,2020,3,-90.16055,18.122167,0
"Pump Station",4591,ELECTRICITY,2020,4,-76.643275,6.92871,0
"Pump Station",4591,ELECTRICITY,2020,5,-67.989179,4.049204,0
"Pump Station",4591,ELECTRICITY,2020,6,-60.653355,9.061209,0
"Pump Station",4591,ELECTRICITY,2020,7,-62.135349,9.903034,0
"Pump Station",4591,ELECTRICITY,2020,8,0.757796,74.062308,0
"Pump Station",4591,ELECTRICITY,2020,9,43,82.25,12.647332
"Pump Station",4591,ELECTRICITY,2020,10,53,172.05,15.588572
"Pump Station",4591,ELECTRICITY,2020,11,59,172.72,17.353316
"Pump Station",4591,ELECTRICITY,2020,12,60,173.16,17.64744
"Pump Station",4591,ELECTRICITY,2019,1,54.622953,126.661336,0
"Pump Station",4591,ELECTRICITY,2019,2,49.342022,114.408948,0
"Pump Station",4591,ELECTRICITY,2019,3,52.356306,124.394689,0
"Pump Station",4591,ELECTRICITY,2019,4,84.525596,154.240161,0
"Pump Station",4591,ELECTRICITY,2019,5,84.3832,156.421583,0
"Pump Station",4591,ELECTRICITY,2019,6,-4.541863,65.172701,0
"Pump Station",4591,ELECTRICITY,2019,7,48.771909,120.810292,0
"Pump Station",4591,ELECTRICITY,2019,8,53.15195,125.190333,0
"Pump Station",4591,ELECTRICITY,2019,9,-71.25517,1.540606,0
"Pump Station",4591,ELECTRICITY,2019,10,-84.221034,12.182651,0
"Pump Station",4591,ELECTRICITY,2019,11,-89.873113,20.158549,0
"Pump Station",4591,ELECTRICITY,2019,12,-98.821841,26.783458,0
"Pump Station",4591,ELECTRICITY,2018,4,22.024654,56.881937,0
"Pump Station",4591,ELECTRICITY,2018,5,39.962953,112.001336,0
"Pump Station",4591,ELECTRICITY,2018,6,45.609309,115.323873,0
"Pump Station",4591,ELECTRICITY,2018,7,32.962953,105.001336,0
"Pump Station",4591,ELECTRICITY,2018,8,37.962953,110.001336,0
"Pump Station",4591,ELECTRICITY,2018,9,106.109309,-9.676127,0
"Pump Station",4591,ELECTRICITY,2018,10,56.302953,128.341336,0
"Pump Station",4591,ELECTRICITY,2018,11,-9.230691,9.676127,0
"Pump Station",4591,ELECTRICITY,2018,12,140.442953,212.481336,0
"Pump Station",4591,ELECTRICITY,2013,1,11.714286,4.692617,20
"Pump Station",4591,ELECTRICITY,2013,2,11.714286,4.692617,6.07
"Pump Station",4591,ELECTRICITY,2013,3,11.714286,4.692617,4.42
"Pump Station",4591,ELECTRICITY,2013,4,11.714286,4.692617,12.19
"Pump Station",4591,ELECTRICITY,2013,5,11.714286,4.692617,13.29
"Pump Station",4591,ELECTRICITY,2013,6,11.714286,4.692617,11.75
"Pump Station",4591,ELECTRICITY,2013,7,11.714286,4.692617,12.49
"Pump Station",4591,ELECTRICITY,2013,8,55,41.327888,11.96
"Pump Station",4591,ELECTRICITY,2013,9,46.67,35.068591,11.87
"Pump Station",4591,ELECTRICITY,2013,10,9.33,7.010713,13.51
"Pump Station",4591,ELECTRICITY,2013,11,32,24.045316,14.4
"Pump Station",4591,ELECTRICITY,2013,12,59,44.333552,15.79
"Pump Station",4591,ELECTRICITY,2012,1,25.916667,10.381938,26.47
"Pump Station",4591,ELECTRICITY,2012,2,25.916667,10.381938,23.4
"Pump Station",4591,ELECTRICITY,2012,3,25.916667,10.381938,22.61
"Pump Station",4591,ELECTRICITY,2012,4,25.916667,10.381938,4.98
"Pump Station",4591,ELECTRICITY,2012,5,25.916667,10.381938,2.47
"Pump Station",4591,ELECTRICITY,2012,6,25.916667,10.381938,2.09
"Pump Station",4591,ELECTRICITY,2012,7,25.916667,10.381938,2.07
"Pump Station",4591,ELECTRICITY,2012,8,25.916667,10.381938,14.66
"Pump Station",4591,ELECTRICITY,2012,9,25.916667,10.381938,15.41
"Pump Station",4591,ELECTRICITY,2012,10,25.916667,10.381938,18.47
"Pump Station",4591,ELECTRICITY,2012,11,25.916667,10.381938,19.72
"Pump Station",4591,ELECTRICITY,2012,12,25.916667,10.381938,20.01
"Pump Station",4591,ELECTRICITY,2011,1,38.083333,15.255774,22.13
"Pump Station",4591,ELECTRICITY,2011,2,38.083333,15.255774,20.75
"Pump Station",4591,ELECTRICITY,2011,3,38.083333,15.255774,21.25
"Pump Station",4591,ELECTRICITY,2011,4,38.083333,15.255774,18.55
"Pump Station",4591,ELECTRICITY,2011,5,38.083333,15.255774,18.5
"Pump Station",4591,ELECTRICITY,2011,6,38.083333,15.255774,17.47
"Pump Station",4591,ELECTRICITY,2011,7,38.083333,15.255774,17.37
"Pump Station",4591,ELECTRICITY,2011,8,38.083333,15.255774,17.55
"Pump Station",4591,ELECTRICITY,2011,9,38.083333,15.255774,18.33
"Pump Station",4591,ELECTRICITY,2011,10,38.083333,15.255774,20.1
"Pump Station",4591,ELECTRICITY,2011,11,38.083333,15.255774,22
"Pump Station",4591,ELECTRICITY,2011,12,38.083333,15.255774,22.62
"Pump Station",4591,ELECTRICITY,2010,1,59.833342,23.968594,46.45
"Pump Station",4591,ELECTRICITY,2010,2,59.833342,23.968594,41.55
"Pump Station",4591,ELECTRICITY,2010,3,59.833342,23.968594,43.13
"Pump Station",4591,ELECTRICITY,2010,4,59.833342,23.968594,37.15
"Pump Station",4591,ELECTRICITY,2010,5,59.833342,23.968594,37
"Pump Station",4591,ELECTRICITY,2010,6,59.833342,23.968594,35.38
"Pump Station",4591,ELECTRICITY,2010,7,59.833342,23.968594,36.12
"Pump Station",4591,ELECTRICITY,2010,8,59.833342,23.968594,36.5
"Pump Station",4591,ELECTRICITY,2010,9,59.833342,23.968594,38.53
"Pump Station",4591,ELECTRICITY,2010,10,59.833342,23.968594,16.15
"Pump Station",4591,ELECTRICITY,2010,11,59.833342,23.968594,16.7
"Pump Station",4591,ELECTRICITY,2010,12,59.833342,23.968594,16.29
"Pump Station",4591,ELECTRICITY,2009,1,9.166667,3.672068,0
"Pump Station",4591,ELECTRICITY,2009,2,9.166667,3.672068,0
"Pump Station",4591,ELECTRICITY,2009,3,9.166667,3.672068,0
"Pump Station",4591,ELECTRICITY,2009,4,9.166667,3.672068,0
"Pump Station",4591,ELECTRICITY,2009,5,9.166667,3.672068,0
"Pump Station",4591,ELECTRICITY,2009,6,9.166667,3.672068,0
"Pump Station",4591,ELECTRICITY,2009,7,9.166667,3.672068,0
"Pump Station",4591,ELECTRICITY,2009,8,9.166667,3.672068,0
"Pump Station",4591,ELECTRICITY,2009,9,9.166667,3.672068,0
"Pump Station",4591,ELECTRICITY,2009,10,9.166667,3.672068,0
"Pump Station",4591,ELECTRICITY,2009,11,9.166667,3.672068,17.44
"Pump Station",4591,ELECTRICITY,2009,12,9.166667,3.672068,43.63
"Pump Station",4592,ELECTRICITY,2025,1,150,76.74,32.66715
"Pump Station",4592,ELECTRICITY,2025,2,132,0,28.747092000000002
"Pump Station",4592,ELECTRICITY,2025,3,120,0,26.13372
"Pump Station",4592,ELECTRICITY,2025,4,110,0,23.95591
"Pump Station",4592,ELECTRICITY,2024,1,148,53.22,37.512228
"Pump Station",4592,ELECTRICITY,2024,2,136,46.72,34.470696
"Pump Station",4592,ELECTRICITY,2024,3,121,43.93,30.668781
"Pump Station",4592,ELECTRICITY,2024,4,112,41.98,28.387632
"Pump Station",4592,ELECTRICITY,2024,5,110,42.64,27.88071
"Pump Station",4592,ELECTRICITY,2024,6,100,39.82,25.3461
"Pump Station",4592,ELECTRICITY,2024,7,106,41.56,26.866865999999998
"Pump Station",4592,ELECTRICITY,2024,8,102,40.96,25.853022
"Pump Station",4592,ELECTRICITY,2024,9,106,41.32,26.866865999999998
"Pump Station",4592,ELECTRICITY,2024,10,123,64.19,31.175703
"Pump Station",4592,ELECTRICITY,2024,11,140,0,35.484539999999996
"Pump Station",4592,ELECTRICITY,2024,12,144,70.29,36.498384
"Pump Station",4592,ELECTRICITY,2023,1,139,64.15,39.246094
"Pump Station",4592,ELECTRICITY,2023,2,126,59.29,35.575596
"Pump Station",4592,ELECTRICITY,2023,3,131,16.12,36.987325999999996
"Pump Station",4592,ELECTRICITY,2023,4,114,13.49,32.187444
"Pump Station",4592,ELECTRICITY,2023,5,115,16.25,32.469789999999996
"Pump Station",4592,ELECTRICITY,2023,6,104,12.12,29.363984
"Pump Station",4592,ELECTRICITY,2023,7,105,5.34,29.64633
"Pump Station",4592,ELECTRICITY,2023,8,105,5.65,29.64633
"Pump Station",4592,ELECTRICITY,2023,9,111,7.75,31.340405999999998
"Pump Station",4592,ELECTRICITY,2023,10,123,127.476562,34.728558
"Pump Station",4592,ELECTRICITY,2023,11,141,71.04,39.810786
"Pump Station",4592,ELECTRICITY,2023,12,135,462.08,38.11671
"Pump Station",4592,ELECTRICITY,2022,1,137,50.18,40.307592
"Pump Station",4592,ELECTRICITY,2022,2,128,47.79,37.659648
"Pump Station",4592,ELECTRICITY,2022,3,136,50.61,40.013375999999994
"Pump Station",4592,ELECTRICITY,2022,4,117,44.54,34.423272
"Pump Station",4592,ELECTRICITY,2022,5,113,44.33,33.246407999999995
"Pump Station",4592,ELECTRICITY,2022,6,104,42.54,30.598463999999996
"Pump Station",4592,ELECTRICITY,2022,7,104,80.49,30.598463999999996
"Pump Station",4592,ELECTRICITY,2022,8,106,95.32,31.186895999999997
"Pump Station",4592,ELECTRICITY,2022,9,112,6.0144,32.952192
"Pump Station",4592,ELECTRICITY,2022,10,119,53.16,35.011704
"Pump Station",4592,ELECTRICITY,2022,11,138,59.79,40.601808
"Pump Station",4592,ELECTRICITY,2022,12,136,77.13,40.013376
"Pump Station",4592,ELECTRICITY,2021,1,136,60.09,41.155640000000005
"Pump Station",4592,ELECTRICITY,2021,2,127,57.42,38.432105
"Pump Station",4592,ELECTRICITY,2021,3,136,60.61,41.155640000000005
"Pump Station",4592,ELECTRICITY,2021,4,119,56.87,36.011185000000005
"Pump Station",4592,ELECTRICITY,2021,5,111,56.06,33.590265
"Pump Station",4592,ELECTRICITY,2021,6,104,54.09,31.471960000000003
"Pump Station",4592,ELECTRICITY,2021,7,105,54.59,31.774575000000002
"Pump Station",4592,ELECTRICITY,2021,8,104,54.33,31.471960000000003
"Pump Station",4592,ELECTRICITY,2021,9,112,55.21,33.892880000000005
"Pump Station",4592,ELECTRICITY,2021,10,119,47.49,36.011185000000005
"Pump Station",4592,ELECTRICITY,2021,11,138,50.29,41.760870000000004
"Pump Station",4592,ELECTRICITY,2021,12,136,50.09,41.155640000000005
"Pump Station",4592,ELECTRICITY,2020,1,11,831.239996,3.27
"Pump Station",4592,ELECTRICITY,2020,2,10,766.715435,2.98
"Pump Station",4592,ELECTRICITY,2020,3,10,769.917592,2.98
"Pump Station",4592,ELECTRICITY,2020,4,9,686.520726,2.68
"Pump Station",4592,ELECTRICITY,2020,5,8,644.07333,2.38
"Pump Station",4592,ELECTRICITY,2020,6,7,616.119351,2.08
"Pump Station",4592,ELECTRICITY,2020,7,12,600.07333,3.57
"Pump Station",4592,ELECTRICITY,2020,8,26,153.467846,7.74
"Pump Station",4592,ELECTRICITY,2020,9,97,37.27,28.530027999999998
"Pump Station",4592,ELECTRICITY,2020,10,120,57.95,35.29488
"Pump Station",4592,ELECTRICITY,2020,11,133,59.76,39.118491999999996
"Pump Station",4592,ELECTRICITY,2020,12,135,60.22,39.706739999999996
"Pump Station",4592,ELECTRICITY,2019,1,930,785.063813,308.95
"Pump Station",4592,ELECTRICITY,2019,2,848,666.566393,281.71
"Pump Station",4592,ELECTRICITY,2019,3,803,720.38667,266.76
"Pump Station",4592,ELECTRICITY,2019,4,734,642.156294,243.84
"Pump Station",4592,ELECTRICITY,2019,5,721,642.10167,239.52
"Pump Station",4592,ELECTRICITY,2019,6,649,154.293713,215.6
"Pump Station",4592,ELECTRICITY,2019,7,685,75.25833,227.56
"Pump Station",4592,ELECTRICITY,2019,8,685,1220.719896,227.56
"Pump Station",4592,ELECTRICITY,2019,9,712,133.841932,236.53
"Pump Station",4592,ELECTRICITY,2019,10,780,168.568814,259.12
"Pump Station",4592,ELECTRICITY,2019,11,831,166.503222,276.06
"Pump Station",4592,ELECTRICITY,2019,12,861,647.265803,286.03
"Pump Station",4592,ELECTRICITY,2018,1,915,588.832223,345.22
"Pump Station",4592,ELECTRICITY,2018,2,835,10.729286,315.03
"Pump Station",4592,ELECTRICITY,2018,3,822,710.341056,310.13
"Pump Station",4592,ELECTRICITY,2018,4,727,638.567386,274.29
"Pump Station",4592,ELECTRICITY,2018,5,747,642.29167,281.83
"Pump Station",4592,ELECTRICITY,2018,6,669,588.551132,252.4
"Pump Station",4592,ELECTRICITY,2018,7,680,598.38167,256.55
"Pump Station",4592,ELECTRICITY,2018,8,681,612.954735,256.93
"Pump Station",4592,ELECTRICITY,2018,9,702,90.061287,264.85
"Pump Station",4592,ELECTRICITY,2018,10,788,1393.632154,297.3
"Pump Station",4592,ELECTRICITY,2018,11,848,95.911287,319.94
"Pump Station",4592,ELECTRICITY,2018,12,840,968.917223,316.92
"Pump Station",4592,ELECTRICITY,2017,1,878.25,21.645571,386.11
"Pump Station",4592,ELECTRICITY,2017,2,804.27,18.902949,353.58
"Pump Station",4592,ELECTRICITY,2017,3,872.17,22.496606,383.44
"Pump Station",4592,ELECTRICITY,2017,4,736.59,21.529827,323.83
"Pump Station",4592,ELECTRICITY,2017,5,760.27,21.020149,334.24
"Pump Station",4592,ELECTRICITY,2017,6,679.35,21.720277,298.67
"Pump Station",4592,ELECTRICITY,2017,7,673.82,22.39014,296.23
"Pump Station",4592,ELECTRICITY,2017,8,669.78,21.508071,294.46
"Pump Station",4592,ELECTRICITY,2017,9,707.48,20.218456,311.03
"Pump Station",4592,ELECTRICITY,2017,10,764.64,21.165491,336.16
"Pump Station",4592,ELECTRICITY,2017,11,855.85,20.073133,376.26
"Pump Station",4592,ELECTRICITY,2017,12,820.52,21.790813,360.73
"Pump Station",4592,ELECTRICITY,2016,1,584.92,2534.656777,283.38
"Pump Station",4592,ELECTRICITY,2016,2,798.93,607.144241,387.07
"Pump Station",4592,ELECTRICITY,2016,3,848.18,596.624415,410.93
"Pump Station",4592,ELECTRICITY,2016,4,782.23,339.512081,378.98
"Pump Station",4592,ELECTRICITY,2016,5,759.62,22.929603,368.02
"Pump Station",4592,ELECTRICITY,2016,6,685.8,514.641279,332.26
"Pump Station",4592,ELECTRICITY,2016,7,673.45,28.966405,326.28
"Pump Station",4592,ELECTRICITY,2016,8,663.52,28.966405,321.47
"Pump Station",4592,ELECTRICITY,2016,9,701.35,15.730499,339.79
"Pump Station",4592,ELECTRICITY,2016,10,750.57,21.181378,363.64
"Pump Station",4592,ELECTRICITY,2016,11,862.25,19.913375,417.75
"Pump Station",4592,ELECTRICITY,2016,12,832.18,21.838071,403.18
"Pump Station",4592,ELECTRICITY,2015,1,0,0,0
"Pump Station",4592,ELECTRICITY,2015,2,0,0,0
"Pump Station",4592,ELECTRICITY,2015,3,0,0,0
"Pump Station",4592,ELECTRICITY,2015,4,0,0,0
"Pump Station",4592,ELECTRICITY,2015,5,0,0,0
"Pump Station",4592,ELECTRICITY,2015,6,0,0,0
"Pump Station",4592,ELECTRICITY,2015,7,0,0,0
"Pump Station",4592,ELECTRICITY,2015,8,0,0,0
"Pump Station",4592,ELECTRICITY,2015,9,0,0,0
"Pump Station",4592,ELECTRICITY,2015,10,0,0,0
"Pump Station",4592,ELECTRICITY,2015,11,0,0,0
"Pump Station",4592,ELECTRICITY,2015,12,0,0,0
"Pump Station",4592,ELECTRICITY,2014,1,0,0,0
"Pump Station",4592,ELECTRICITY,2014,2,0,0,0
"Pump Station",4592,ELECTRICITY,2014,3,0,0,0
"Pump Station",4592,ELECTRICITY,2014,4,0,0,0
"Pump Station",4592,ELECTRICITY,2014,5,0,0,0
"Pump Station",4592,ELECTRICITY,2014,6,0,0,0
"Pump Station",4592,ELECTRICITY,2014,7,0,0,0
"Pump Station",4592,ELECTRICITY,2014,8,0,0,0
"Pump Station",4592,ELECTRICITY,2014,9,0,0,0
"Pump Station",4592,ELECTRICITY,2014,10,0,0,0
"Pump Station",4592,ELECTRICITY,2014,11,0,0,0
"Pump Station",4592,ELECTRICITY,2014,12,0,0,0
"Pump Station",4592,ELECTRICITY,2013,1,0,0,0
"Pump Station",4592,ELECTRICITY,2013,2,0,0,0
"Pump Station",4592,ELECTRICITY,2013,3,0,0,0
"Pump Station",4592,ELECTRICITY,2013,4,0,0,0
"Pump Station",4592,ELECTRICITY,2013,5,0,0,0
"Pump Station",4592,ELECTRICITY,2013,6,0,0,0
"Pump Station",4592,ELECTRICITY,2013,7,0,0,0
"Pump Station",4592,ELECTRICITY,2013,8,0,0,0
"Pump Station",4592,ELECTRICITY,2013,9,0,0,0
"Pump Station",4592,ELECTRICITY,2013,10,0,0,0
"Pump Station",4592,ELECTRICITY,2013,11,0,0,0
"Pump Station",4592,ELECTRICITY,2013,12,0,0,0
"Pump Station",4592,ELECTRICITY,2012,1,0,0,0
"Pump Station",4592,ELECTRICITY,2012,2,0,0,0
"Pump Station",4592,ELECTRICITY,2012,3,0,0,0
"Pump Station",4592,ELECTRICITY,2012,4,0,0,0
"Pump Station",4592,ELECTRICITY,2012,5,0,0,0
"Pump Station",4592,ELECTRICITY,2012,6,0,0,0
"Pump Station",4592,ELECTRICITY,2012,7,0,0,0
"Pump Station",4592,ELECTRICITY,2012,8,0,0,0
"Pump Station",4592,ELECTRICITY,2012,9,0,0,0
"Pump Station",4592,ELECTRICITY,2012,10,0,0,0
"Pump Station",4592,ELECTRICITY,2012,11,0,0,0
"Pump Station",4592,ELECTRICITY,2012,12,0,0,0
"Pump Station",4592,ELECTRICITY,2011,1,0,0,0
"Pump Station",4592,ELECTRICITY,2011,2,0,0,0
"Pump Station",4592,ELECTRICITY,2011,3,0,0,0
"Pump Station",4592,ELECTRICITY,2011,4,0,0,0
"Pump Station",4592,ELECTRICITY,2011,5,0,0,0
"Pump Station",4592,ELECTRICITY,2011,6,0,0,0
"Pump Station",4592,ELECTRICITY,2011,7,0,0,0
"Pump Station",4592,ELECTRICITY,2011,8,0,0,0
"Pump Station",4592,ELECTRICITY,2011,9,0,0,0
"Pump Station",4592,ELECTRICITY,2011,10,0,0,0
"Pump Station",4592,ELECTRICITY,2011,11,0,0,0
"Pump Station",4592,ELECTRICITY,2011,12,0,0,0
"Pump Station",4592,ELECTRICITY,2010,1,0,0,0
"Pump Station",4592,ELECTRICITY,2010,2,0,0,0
"Pump Station",4592,ELECTRICITY,2010,3,0,0,0
"Pump Station",4592,ELECTRICITY,2010,4,0,0,0
"Pump Station",4592,ELECTRICITY,2010,5,0,0,0
"Pump Station",4592,ELECTRICITY,2010,6,0,0,0
"Pump Station",4592,ELECTRICITY,2010,7,0,0,0
"Pump Station",4592,ELECTRICITY,2010,8,0,0,0
"Pump Station",4592,ELECTRICITY,2010,9,0,0,0
"Pump Station",4592,ELECTRICITY,2010,10,0,0,0
"Pump Station",4592,ELECTRICITY,2010,11,0,0,0
"Pump Station",4592,ELECTRICITY,2010,12,0,0,0
"Pump Station",4592,ELECTRICITY,2009,1,0,0,0
"Pump Station",4592,ELECTRICITY,2009,2,0,0,0
"Pump Station",4592,ELECTRICITY,2009,3,0,0,0
"Pump Station",4592,ELECTRICITY,2009,4,0,0,0
"Pump Station",4592,ELECTRICITY,2009,5,0,0,0
"Pump Station",4592,ELECTRICITY,2009,6,0,0,0
"Pump Station",4592,ELECTRICITY,2009,7,0,0,0
"Pump Station",4592,ELECTRICITY,2009,8,0,0,0
"Pump Station",4592,ELECTRICITY,2009,9,0,0,0
"Pump Station",4592,ELECTRICITY,2009,10,0,0,0
"Pump Station",4592,ELECTRICITY,2009,11,0,0,0
"Pump Station",4592,ELECTRICITY,2009,12,0,0,0
"Pump Station",4593,ELECTRICITY,2025,1,342,133.1,74.481102
"Pump Station",4593,ELECTRICITY,2025,2,302,0,65.769862
"Pump Station",4593,ELECTRICITY,2025,3,274,0,59.671994
"Pump Station",4593,ELECTRICITY,2025,4,251,0,54.663031000000004
"Pump Station",4593,ELECTRICITY,2024,1,314,99.59,79.586754
"Pump Station",4593,ELECTRICITY,2024,2,287,86.22,72.743307
"Pump Station",4593,ELECTRICITY,2024,3,256,79.68,64.886016
"Pump Station",4593,ELECTRICITY,2024,4,816,233.51,206.824176
"Pump Station",4593,ELECTRICITY,2024,5,252,82.35,63.872172
"Pump Station",4593,ELECTRICITY,2024,6,228,76.06,57.789108
"Pump Station",4593,ELECTRICITY,2024,7,242,79.67,61.337562
"Pump Station",4593,ELECTRICITY,2024,8,234,78.59,59.309874
"Pump Station",4593,ELECTRICITY,2024,9,242,79.60000000000001,61.337562
"Pump Station",4593,ELECTRICITY,2024,10,280,112.89,70.96907999999999
"Pump Station",4593,ELECTRICITY,2024,11,319,0,80.85405899999999
"Pump Station",4593,ELECTRICITY,2024,12,329,127.16,83.388669
"Pump Station",4593,ELECTRICITY,2023,1,295,124.65,83.29207
"Pump Station",4593,ELECTRICITY,2023,2,266,114.88,75.104036
"Pump Station",4593,ELECTRICITY,2023,3,276,76.31,77.92749599999999
"Pump Station",4593,ELECTRICITY,2023,4,242,71.99,68.327732
"Pump Station",4593,ELECTRICITY,2023,5,243,76.95,68.610078
"Pump Station",4593,ELECTRICITY,2023,6,220,68.71,62.116119999999995
"Pump Station",4593,ELECTRICITY,2023,7,222,53.94,62.680811999999996
"Pump Station",4593,ELECTRICITY,2023,8,222,54.6,62.680811999999996
"Pump Station",4593,ELECTRICITY,2023,9,234,59.11,66.068964
"Pump Station",4593,ELECTRICITY,2023,10,260,243.435938,73.40996
"Pump Station",4593,ELECTRICITY,2023,11,298,137.32,84.139108
"Pump Station",4593,ELECTRICITY,2023,12,286,915.2,80.750956
"Pump Station",4593,ELECTRICITY,2022,1,289,78.12,85.02842399999999
"Pump Station",4593,ELECTRICITY,2022,2,270,74.1,79.43831999999999
"Pump Station",4593,ELECTRICITY,2022,3,288,79.23,84.734208
"Pump Station",4593,ELECTRICITY,2022,4,248,67.85,72.96556799999999
"Pump Station",4593,ELECTRICITY,2022,5,238,66.82,70.02340799999999
"Pump Station",4593,ELECTRICITY,2022,6,221,63.74,65.02173599999999
"Pump Station",4593,ELECTRICITY,2022,7,220,143.48,64.72752
"Pump Station",4593,ELECTRICITY,2022,8,223,174.02,65.610168
"Pump Station",4593,ELECTRICITY,2022,9,237,12.7269,69.729192
"Pump Station",4593,ELECTRICITY,2022,10,252,101.13,74.142432
"Pump Station",4593,ELECTRICITY,2022,11,291,115.09,85.616856
"Pump Station",4593,ELECTRICITY,2022,12,287,151.4,84.439992
"Pump Station",4593,ELECTRICITY,2021,1,280,87.03,84.7322
"Pump Station",4593,ELECTRICITY,2021,2,261,82.54,78.982515
"Pump Station",4593,ELECTRICITY,2021,3,278,87.75,84.12697
"Pump Station",4593,ELECTRICITY,2021,4,335,97.92,101.37602500000001
"Pump Station",4593,ELECTRICITY,2021,5,240,80.97,72.6276
"Pump Station",4593,ELECTRICITY,2021,6,225,77.15,68.088375
"Pump Station",4593,ELECTRICITY,2021,7,228,78.01,68.99622000000001
"Pump Station",4593,ELECTRICITY,2021,8,225,77.27,68.088375
"Pump Station",4593,ELECTRICITY,2021,9,241,79.31,72.930215
"Pump Station",4593,ELECTRICITY,2021,10,260,74.14,78.6799
"Pump Station",4593,ELECTRICITY,2021,11,297,79.78,89.87665500000001
"Pump Station",4593,ELECTRICITY,2021,12,221,65.77,66.877915
"Pump Station",4593,ELECTRICITY,2020,1,213.297697,160.275332,0
"Pump Station",4593,ELECTRICITY,2020,2,195.78125,147.113191,0
"Pump Station",4593,ELECTRICITY,2020,3,195.9375,147.2306,0
"Pump Station",4593,ELECTRICITY,2020,4,175.256048,131.690223,0
"Pump Station",4593,ELECTRICITY,2020,5,165.806452,120.156139,0
"Pump Station",4593,ELECTRICITY,2020,6,153.451613,71.571925,45.133802
"Pump Station",4593,ELECTRICITY,2020,7,158.017137,73.775887,46.476632
"Pump Station",4593,ELECTRICITY,2020,8,779.348992,734.357339,229.225243
"Pump Station",4593,ELECTRICITY,2020,9,216,58.74,63.530784
"Pump Station",4593,ELECTRICITY,2020,10,236,80.52,69.413264
